iter	Passed	Remaining
1305	25319	22721
1306	25338	22702
1307	25358	22683
1308	25378	22664
1309	25398	22645
1310	25418	22626
1311	25438	22607
1312	25457	22587
1313	25476	22568
1314	25496	22549
1315	25516	22530
1316	25535	22510
1317	25554	22491
1318	25573	22471
1319	25593	22452
1320	25613	22433
1321	25632	22413
1322	25652	22395
1323	25672	22375
1324	25691	22356
1325	25711	22337
1326	25730	22317
1327	25750	22299
1328	25769	22279
1329	25789	22260
1330	25811	22243
1331	25831	22224
1332	25851	22205
1333	25871	22186
1334	25890	22166
1335	25910	22147
1336	25930	22129
1337	25949	22109
1338	25970	22090
1339	25989	22071
1340	26008	22051
1341	26027	22031
1342	26046	22012
1343	26065	21992
1344	26084	21972
1345	26103	21953
1346	26121	21933
1347	26140	21912
1348	26159	21892
1349	26177	21872
1350	26196	21852
1351	26215	21833
1352	26234	21813
1353	26253	21794
1354	26272	21774
1355	26292	21755
1356	26312	21736
1357	26331	21716
1358	26350	21696
1359	26368	21676
1360	26387	21656
1361	26406	21637
1362	26425	21617
1363	26443	21597
1364	26462	21577
1365	26481	21557
1366	26500	21538
1367	26519	21517
1368	26538	21498
1369	26559	21479
1370	26585	21465
1371	26608	21449
1372	26632	21433
1373	26653	21415
1374	26674	21397
1375	26695	21380
1376	26717	21362
1377	26738	21344
1378	26760	21327
1379	26781	21309
1380	26805	21293
1381	26826	21274
1382	26847	21256
1383	26869	21239
1384	26891	21222
1385	26914	21205
1386	26938	21189
1387	26961	21172
1388	26983	21155
1389	27006	21138
1390	27030	21122
1391	27052	21105
1392	27076	21089
1393	27099	21073
1394	27123	21057
1395	27145	21039
1396	27167	21022
1397	27189	21004
1398	27212	20987
1399	27234	20970
1400	27255	20952
1401	27278	20935
1402	27300	20918
1403	27325	20902
1404	27347	20885
1405	27369	20867
1406	27392	20851
1407	27414	20833
1408	27436	20815
1409	27458	20798
1410	27481	20781
1411	27505	20765
1412	27529	20749
1413	27558	20737
1414	27584	20722
1415	27607	20705
1416	27635	20692
1417	27656	20674
1418	27679	20657
1419	27702	20640
1420	27726	20623
1421	27749	20607
1422	27773	20590
1423	27799	20575
1424	27826	20562
1425	27851	20546
1426	27872	20528
1427	27892	20508
1428	27911	20489
1429	27931	20470
1430	27951	20450
1431	27970	20431
1432	27989	20411
1433	28009	20391
1434	28028	20371
1435	28046	20351
1436	28065	20331
1437	28084	20311
1438	28103	20291
1439	28122	20271
1440	28142	20252
1441	28160	20231
1442	28179	20211
1443	28198	20191
1444	28217	20171
1445	28236	20152
1446	28255	20132
1447	28274	20112
1448	28294	20092
1449	28312	20072
1450	28332	20053
1451	28351	20033
1452	28370	20013
1453	28389	19993
1454	28407	19973
1455	28427	19953
1456	28445	19933
1457	28465	19913
1458	28483	19893
1459	28502	19873
1460	28521	19854
1461	28541	19834
1462	28560	19814
1463	28579	19794
1464	28598	19774
1465	28617	19754
1466	28636	19734
1467	28655	19714
1468	28674	19695
1469	28693	19675
1470	28712	19655
1471	28732	19636
1472	28750	19616
1473	28769	19596
1474	28788	19576
1475	28808	19556
1476	28827	19537
1477	28846	19517
1478	28866	19497
1479	28886	19478
1480	28906	19459
1481	28926	19440
1482	28946	19420
1483	28965	19401
1484	28987	19383
1485	29008	19365
1486	29028	19345
1487	29047	19326
1488	29067	19307
1489	29087	19287
1490	29107	19268
1491	29127	19249
1492	29147	19229
1493	29167	19210
1494	29187	19191
1495	29207	19172
1496	29227	19153
1497	29246	19133
1498	29265	19113
1499	29285	19094
1500	29305	19074
1501	29324	19054
1502	29343	19035
1503	29362	19015
1504	29382	18996
1505	29403	18977
1506	29422	18957
1507	29442	18938
1508	29460	18918
1509	29479	18898
1510	29500	18879
1511	29519	18859
1512	29538	18840
1513	29558	18820
1514	29577	18800
1515	29598	18781
1516	29618	18762
1517	29638	18743
1518	29657	18723
1519	29676	18703
1520	29696	18684
1521	29716	18665
1522	29736	18646
1523	29755	18626
1524	29774	18606
1525	29811	18598
1526	29832	18579
1527	29851	18559
1528	29871	18540
1529	29892	18521
1530	29911	18501
1531	29931	18482
1532	29950	18462
1533	29970	18443
1534	29988	18423
1535	30008	18403
1536	30028	18384
1537	30047	18364
1538	30067	18345
1539	30086	18325
1540	30106	18305
1541	30124	18285
1542	30144	18266
1543	30163	18246
1544	30182	18226
1545	30202	18207
1546	30221	18187
1547	30241	18168
1548	30259	18148
1549	30278	18128
1550	30298	18108
1551	30318	18089
1552	30338	18070
1553	30359	18051
1554	30378	18031
1555	30397	18011
1556	30416	17992
1557	30436	17972
1558	30458	17954
1559	30478	17935
1560	30498	17916
1561	30517	17896
1562	30536	17876
1563	30555	17856
1564	30574	17836
1565	30594	17817
1566	30613	17797
1567	30633	17778
1568	30653	17758
1569	30672	17739
1570	30690	17719
1571	30709	17699
1572	30729	17679
1573	30748	17659
1574	30767	17640
1575	30787	17620
1576	30806	17600
1577	30825	17580
1578	30845	17561
1579	30864	17542
1580	30884	17522
1581	30904	17503
1582	30924	17483
1583	30944	17464
1584	30964	17445
1585	30985	17426
1586	31005	17407
1587	31024	17388
1588	31044	17368
1589	31064	17349
1590	31086	17330
1591	31107	17312
1592	31126	17292
1593	31146	17273
1594	31166	17253
1595	31187	17234
1596	31207	17215
1597	31226	17196
1598	31246	17176
1599	31266	17157
1600	31287	17138
1601	31308	17120
1602	31329	17101
1603	31348	17081
1604	31367	17061
1605	31387	17042
1606	31408	17023
1607	31428	17004
1608	31447	16984
1609	31468	16965
1610	31488	16946
1611	31509	16927
1612	31529	16908
1613	31548	16888
1614	31568	16869
1615	31588	16849
1616	31608	16830
1617	31629	16811
1618	31648	16791
1619	31669	16772
1620	31692	16755
1621	31713	16736
1622	31734	16717
1623	31760	16701
1624	31780	16682
1625	31799	16662
1626	31819	16643
1627	31839	16623
1628	31859	16604
1629	31881	16586
1630	31901	16566
1631	31921	16547
1632	31941	16528
1633	31961	16508
1634	31980	16489
1635	31999	16469
1636	32019	16449
1637	32038	16429
1638	32057	16410
1639	32077	16390
1640	32096	16371
1641	32116	16351
1642	32135	16331
1643	32154	16312
1644	32174	16292
1645	32193	16272
1646	32212	16252
1647	32232	16233
1648	32252	16214
1649	32270	16194
1650	32290	16174
1651	32309	16154
1652	32329	16135
1653	32348	16115
1654	32366	16095
1655	32385	16075
1656	32404	16055
1657	32424	16036
1658	32444	16016
1659	32463	15997
1660	32482	15977
1661	32501	15957
1662	32520	15937
