iter	Passed	Remaining
1315	38093	33635
1316	38118	33603
1317	38143	33571
1318	38172	33542
1319	38207	33518
1320	38237	33490
1321	38262	33457
1322	38286	33425
1323	38312	33392
1324	38336	33360
1325	38361	33327
1326	38391	33299
1327	38419	33270
1328	38445	33238
1329	38473	33208
1330	38498	33176
1331	38523	33143
1332	38547	33111
1333	38575	33080
1334	38606	33054
1335	38634	33024
1336	38663	32995
1337	38690	32965
1338	38718	32934
1339	38744	32903
1340	38769	32871
1341	38794	32839
1342	38824	32811
1343	38849	32779
1344	38879	32751
1345	38909	32723
1346	38934	32691
1347	38959	32658
1348	38983	32626
1349	39009	32594
1350	39037	32565
1351	39061	32532
1352	39093	32505
1353	39117	32473
1354	39143	32441
1355	39179	32418
1356	39203	32385
1357	39228	32353
1358	39260	32326
1359	39287	32296
1360	39318	32269
1361	39343	32237
1362	39368	32204
1363	39393	32173
1364	39419	32141
1365	39444	32109
1366	39473	32080
1367	39502	32052
1368	39527	32020
1369	39552	31988
1370	39576	31955
1371	39601	31923
1372	39626	31891
1373	39651	31859
1374	39683	31833
1375	39716	31807
1376	39741	31775
1377	39766	31743
1378	39791	31711
1379	39815	31679
1380	39840	31647
1381	39869	31618
1382	39898	31589
1383	39929	31562
1384	39953	31530
1385	39978	31498
1386	40003	31466
1387	40027	31433
1388	40051	31401
1389	40076	31369
1390	40104	31340
1391	40146	31321
1392	40171	31289
1393	40196	31257
1394	40221	31226
1395	40246	31193
1396	40271	31161
1397	40295	31129
1398	40334	31108
1399	40359	31076
1400	40383	31044
1401	40407	31011
1402	40433	30980
1403	40458	30948
1404	40484	30917
1405	40508	30885
1406	40536	30855
1407	40561	30824
1408	40585	30791
1409	40616	30764
1410	40643	30734
1411	40669	30703
1412	40697	30674
1413	40722	30642
1414	40750	30613
1415	40774	30581
1416	40798	30548
1417	40826	30518
1418	40850	30486
1419	40878	30457
1420	40906	30427
1421	40931	30396
1422	40960	30367
1423	40986	30336
1424	41010	30304
1425	41035	30272
1426	41059	30240
1427	41091	30214
1428	41126	30190
1429	41151	30158
1430	41180	30129
1431	41206	30098
1432	41231	30067
1433	41257	30036
1434	41283	30006
1435	41316	29980
1436	41342	29949
1437	41367	29917
1438	41397	29890
1439	41422	29858
1440	41447	29827
1441	41471	29795
1442	41502	29768
1443	41527	29736
1444	41551	29704
1445	41578	29674
1446	41610	29647
1447	41636	29617
1448	41661	29585
1449	41686	29554
1450	41717	29526
1451	41742	29495
1452	41767	29464
1453	41795	29434
1454	41823	29405
1455	41848	29374
1456	41873	29343
1457	41898	29311
1458	41931	29285
1459	41958	29255
1460	41983	29224
1461	42007	29192
1462	42041	29167
1463	42065	29135
1464	42093	29106
1465	42124	29078
1466	42155	29051
1467	42180	29020
1468	42207	28990
1469	42232	28959
1470	42262	28931
1471	42287	28900
1472	42311	28868
1473	42336	28837
1474	42367	28810
1475	42392	28778
1476	42416	28747
1477	42442	28715
1478	42471	28687
1479	42496	28656
1480	42521	28625
1481	42547	28594
1482	42580	28568
1483	42605	28537
1484	42630	28506
1485	42655	28475
1486	42685	28447
1487	42709	28415
1488	42734	28384
1489	42762	28355
1490	42787	28323
1491	42819	28297
1492	42844	28266
1493	42869	28235
1494	42897	28206
1495	42922	28175
1496	42946	28143
1497	42971	28111
1498	42995	28080
1499	43019	28048
1500	43044	28017
1501	43069	27986
1502	43113	27967
1503	43139	27937
1504	43164	27906
1505	43189	27875
1506	43215	27844
1507	43242	27814
1508	43269	27785
1509	43294	27754
1510	43325	27727
1511	43349	27695
1512	43376	27665
1513	43403	27636
1514	43429	27605
1515	43455	27575
1516	43480	27544
1517	43510	27516
1518	43543	27490
1519	43569	27460
1520	43600	27432
1521	43625	27402
1522	43651	27371
1523	43682	27344
1524	43727	27326
1525	43757	27298
1526	43782	27267
